acctrefno,loan_group_no,loan_class1_no,application_id,customer_application_id,person_id,submit_dt,complete_dt,open_month,withdraw_dt,first_payment_dt,withdraw_reason,application_status,account_status,account_payment_method,mx_discount,balance_amt,loan_amt,principal_balance,min_amt,net_paid_amt,net_paid_amt_effective,scu_amt,net_funded_amt,payoff_type,fpr,fpd,pd,cpo,epo,dpd,dpd_bin,past_due_amt,past_due_amt_snapapp,past_due_amt_effective
478176,4,1,220727059LKY,2464143922,1098749478,2022-07-27,2022-07-27,2022-07-01,NA,2022-10-07,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
458545,4,1,220608055JOK,2380398521,2380398512,2022-06-08,2022-06-09,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,193.2,571.05005,552,552,18.45,0,0,552,358.8,"NA",1,1,1,0,0,17,1-30,18.45,0,36.9
464655,4,1,22061300Y6SC,2388438721,2255535603,2022-06-13,2022-06-23,2022-06-01,NA,2022-09-03,"NA",COMPLETE,ACTIVE,MANUAL,143.5,388.99506,410,385.19,29.25,29.25,29.25,410,266.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
421710,4,1,22031002RNAL,2233353763,2233353757,2022-03-10,2022-03-10,2022-03-01,NA,2022-05-20,"NA",COMPLETE,ACTIVE,MANUAL,522.55,1494.7969,2210,1394.42,401.84,175.13,175.13,1493,970.45,"NA",0,0,1,0,0,65,61-90,226.71,601.46,251.9
423574,4,1,220315022LTX,2239934646,2239934606,2022-03-15,2022-03-15,2022-03-01,NA,2022-06-02,"NA",COMPLETE,ACTIVE,MANUAL,101.43,304.00723,1330,279.48,77.6,19.4,19.4,289.8,188.37,"NA",0,0,1,0,0,74,61-90,58.2,109.92,58.2
422167,4,1,2203110179TX,2234555845,2234555839,2022-03-11,2022-03-11,2022-03-01,NA,2022-05-24,"NA",COMPLETE,ACTIVE,CARD,1022,3279.9,2920,2920,777.92,0,0,2920,1898,"NA",1,1,1,0,0,111,90+,777.92,0,777.92
464804,4,1,22062303MRTN,2405238901,1376229209,2022-06-23,2022-06-23,2022-06-01,NA,2022-09-01,"NA",COMPLETE,ACTIVE,MANUAL,47.25,137.7954,350,135,9.61,0,0,135,87.75,"NA",1,1,1,0,0,11,1-30,9.61,13.86,9.61
483702,4,1,2208090877FL,2486596469,2486596458,2022-08-09,2022-08-09,2022-08-01,NA,2022-10-15,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,226.27,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
451174,4,1,22052101N9KY,2349047446,2349047440,2022-05-21,2022-05-21,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,MANUAL,60.2,181.15822,412.8,172,17.1,0,0,172,111.8,"NA",1,1,1,0,0,45,31-60,17.1,32.64,22.8
432305,4,1,22040404Y7TX,2272852540,2272852534,2022-04-04,2022-04-04,2022-04-01,NA,2022-06-15,"NA",COMPLETE,ACTIVE,ACH,553,1518.8073,1580,1459.79,342.81,210.96,210.96,1580,1027,"NA",0,0,1,0,0,33,31-60,131.85,0,131.85
478990,4,1,22072900XTFL,2467102158,2467102152,2022-07-29,2022-07-29,2022-07-01,NA,2022-10-29,"NA",COMPLETE,ACTIVE,MANUAL,1438.5,4110,4110,4110,0,0,0,4110,2657.11,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
438526,4,1,22041900KBOK,2297091765,2297091757,2022-04-19,2022-04-19,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,MANUAL,91.35,260.94556,350,252.96,43.6,21.8,21.8,261,169.65,"NA",0,0,1,0,0,38,31-60,21.8,68.09,26.16
439731,4,1,22042105JXFL,2300774203,2300774187,2022-04-21,2022-04-21,2022-04-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,MANUAL,773.71,2016.1483,4710,1994.51,369.5,369.5,369.5,2210.6,1420.4,"NA",0,0,0,0,0,0,CURRENT,0,523.75,0
496238,4,1,220909030TIN,2533324644,2533324638,2022-09-09,2022-09-09,2022-09-01,NA,2022-11-17,"NA",COMPLETE,ACTIVE,MANUAL,506.1,1446,1446,1446,0,0,0,1446,939.9,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
424544,4,1,220317026LFL,2243836623,2243836617,2022-03-17,2022-03-17,2022-03-01,NA,2022-05-26,"NA",COMPLETE,ACTIVE,MANUAL,204.4,491.6198,2525,485.87,154.96,154.96,154.96,584,370.76,"NA",0,0,0,0,0,0,CURRENT,0,221.44,0
477130,4,1,22072502J3FL,2460459006,2460458993,2022-07-25,2022-07-25,2022-07-01,NA,2022-10-06,"NA",COMPLETE,ACTIVE,MANUAL,1661.1,4746,4746,4746,0,0,0,4746,3068.29,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
495832,4,1,22090805RQTX,2531485906,2531485880,2022-09-08,2022-09-08,2022-09-01,NA,2022-12-03,"NA",COMPLETE,ACTIVE,MANUAL,1435,4100,4100,4100,0,0,0,4100,2665,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
449061,4,1,22051605ZSTX,2341020675,2341020666,2022-05-16,2022-05-16,2022-05-01,NA,2022-08-16,"NA",COMPLETE,ACTIVE,MANUAL,266.11,804.53094,2420,760.3,55.84,0,0,760.3,494.19,"NA",1,1,1,0,0,27,1-30,55.84,78.06,55.84
432306,4,1,2204010214SC,2268852039,2268852033,2022-04-01,2022-04-01,2022-04-01,NA,2022-06-10,"NA",COMPLETE,ACTIVE,MANUAL,223.16,550.0509,1160,547.88,138.06,138.06,148.68,637.6,414.44,"NA",0,0,0,0,0,0,CURRENT,0,211.54,0
452934,4,1,220525071WTX,2356801346,913448031,2022-05-25,2022-05-26,2022-05-01,NA,2022-08-04,"NA",COMPLETE,ACTIVE,MANUAL,228.2,683.5016,652,652,65.16,0,0,652,423.8,"NA",1,1,1,0,0,39,31-60,65.16,0,65.16
467089,4,1,2206290227AL,2415627714,2415627707,2022-06-29,2022-06-29,2022-06-01,NA,2022-09-09,"NA",COMPLETE,ACTIVE,MANUAL,203,578.8851,580,576.61,0,0,9.68,580,377,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,0
481885,4,1,22080501BBMI,2480066598,2480066592,2022-08-05,2022-08-05,2022-08-01,NA,2022-10-12,"NA",COMPLETE,ACTIVE,MANUAL,308,880,880,880,0,0,0,880,572,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
445485,4,1,22050603W4SC,2324258601,2324258594,2022-05-06,2022-05-06,2022-05-01,NA,2022-07-15,"NA",COMPLETE,ACTIVE,MANUAL,802.2,2098.223,2550,2089.97,305.36,305.36,343.53,2292,1489.8,"NA",0,0,0,0,0,0,CURRENT,0,488.79,0
486198,4,1,22081508V3FL,2494384053,1376037057,2022-08-15,2022-08-15,2022-08-01,NA,2022-10-28,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,226.27,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
441789,4,1,22042700QYFL,2309866523,2309866517,2022-04-27,2022-04-27,2022-04-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,MANUAL,424.55,1100.531,1950,1088.72,201.55,201.55,201.55,1213,781.62,"NA",0,0,0,0,0,0,CURRENT,0,287.4,0
463614,4,1,22062101PTSC,2401245462,2401245453,2022-06-21,2022-06-21,2022-06-01,NA,2022-08-31,"NA",COMPLETE,ACTIVE,MANUAL,1021.44,2984.5852,3664.4,2918.4,97.3,0,0,2918.4,1896.96,"NA",1,1,1,0,0,12,1-30,97.3,138.3,97.3
467744,4,1,2206300583TX,2417900894,2417900888,2022-06-30,2022-06-30,2022-06-01,NA,2022-09-14,"NA",COMPLETE,ACTIVE,MANUAL,1590.68,4607.538,5000,4544.8,0,0,0,4544.8,2954.12,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
447218,4,1,22051103KQFL,2331805034,1220627734,2022-05-11,2022-05-11,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,CARD,144.48,382.89352,412.8,382.51,48.37,48.37,55.28,412.8,266.88,"NA",0,0,0,0,0,0,CURRENT,0,0,0
427534,4,1,220324035LMO,2255426850,2255426844,2022-03-24,2022-03-24,2022-03-01,NA,2022-06-23,"NA",COMPLETE,ACTIVE,MANUAL,172.31,473.23837,750.53,463.63,107.37,71.58,71.58,492.32,320.01,"NA",0,0,1,0,0,20,1-30,35.79,202.2,35.79
464787,4,1,2206230363FL,2405203649,2405203642,2022-06-23,2022-06-23,2022-06-01,NA,2022-09-03,"NA",COMPLETE,ACTIVE,MANUAL,122.5,357.2473,350,350,24.97,0,0,350,226.27,"NA",1,1,1,0,0,9,1-30,24.97,0,24.97
493244,4,1,22090104M5MI,2519896743,2519896737,2022-09-01,2022-09-01,2022-09-01,NA,2022-12-03,"NA",COMPLETE,ACTIVE,MANUAL,899.5,2570,2570,2570,0,0,0,2570,1670.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
480465,4,1,22080201LXFL,2474494393,300811531,2022-08-02,2022-08-02,2022-08-01,NA,2022-10-21,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,226.27,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
439534,4,1,22042101MRTN,2300393512,2300393506,2022-04-21,2022-04-21,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,MANUAL,548.1,1615.1277,2216,1529.18,263.55,78.33,78.33,1566,1017.9,"NA",0,0,1,0,0,49,31-60,185.22,408.21,211.68
435248,4,1,22041100H7FL,2284431081,2284431020,2022-04-11,2022-04-11,2022-04-01,NA,2022-06-23,"NA",COMPLETE,ACTIVE,MANUAL,95.41,241.97069,510,240.78,54.6,54.6,54.6,272.6,175.4,"NA",0,0,0,0,0,0,CURRENT,0,77.52,0
446960,4,1,22051007MDTX,2331100418,2331100412,2022-05-10,2022-05-10,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,CARD,332.5,946.01447,950,917.07,95.46,63.64,63.64,950,617.5,"NA",0,0,1,0,0,17,1-30,31.82,0,63.64
444673,4,1,22050406FPMO,2321287781,2321287772,2022-05-04,2022-05-04,2022-05-01,NA,2022-07-28,"NA",COMPLETE,ACTIVE,CARD,266.74,702.9948,762.1,692.07,110.22,110.22,110.22,762.1,495.36,"NA",0,0,0,0,0,0,CURRENT,0,0,0
460698,4,1,22061402WTTX,2389784229,333140987,2022-06-14,2022-06-14,2022-06-01,NA,2022-09-03,"NA",COMPLETE,ACTIVE,MANUAL,159.6,436.44397,456,432.18,32.81,32.81,32.81,456,296.4,"NA",0,0,0,0,0,0,CURRENT,0,0,0
459053,4,1,22061001BGTX,2383235684,2383235678,2022-06-10,2022-06-10,2022-06-01,NA,2022-08-16,"NA",COMPLETE,ACTIVE,MANUAL,223.09,615.85175,850,608.65,42.33,42.33,42.33,637.4,414.31,"NA",0,0,0,0,0,0,CURRENT,0,60.42,0
463217,4,1,22062004CHTN,2399567432,2399567426,2022-06-20,2022-06-20,2022-06-01,NA,2022-09-02,"NA",COMPLETE,ACTIVE,MANUAL,121.1,354.18796,850,346,11.52,0,0,346,224.9,"NA",1,1,1,0,0,10,1-30,11.52,16.4,11.52
474548,4,1,2207180630FL,2449062541,2449062534,2022-07-18,2022-07-18,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,154,440,440,440,0,0,0,440,284.46,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
458015,4,1,22060801H0TX,2380034732,2380034725,2022-06-08,2022-06-08,2022-06-01,NA,2022-08-18,"NA",COMPLETE,ACTIVE,MANUAL,87.5,258.87424,250,250,16.6,0,0,250,162.5,"NA",1,1,1,0,0,25,1-30,16.6,0,16.6
455365,4,1,22060201W6FL,2369472110,2369472104,2022-06-02,2022-06-02,2022-06-01,NA,2022-09-01,"NA",COMPLETE,ACTIVE,MANUAL,97.3,269.1711,350,266.02,20.2,20.2,20.2,278,179.47,"NA",0,0,0,0,0,0,CURRENT,0,28.55,0
490688,4,1,22082601HSTX,2510273835,2510273828,2022-08-26,2022-08-26,2022-08-01,NA,2022-11-04,"NA",COMPLETE,ACTIVE,MANUAL,1025.5,2930,2930,2930,0,0,0,2930,1904.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
469462,4,1,220706016YLA,2428071766,2428071752,2022-07-06,2022-07-06,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,315.6,908.8128,3340,901.7,0,0,0,901.7,586.1,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
491685,4,1,22082902CXTN,2514974743,2514974737,2022-08-29,2022-08-29,2022-08-01,NA,2022-12-03,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
486584,4,1,22081606KWAR,2495608637,2495608589,2022-08-16,2022-08-16,2022-08-01,NA,2022-10-28,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
436222,4,1,22041300QTTN,2287085851,2287085845,2022-04-13,2022-04-13,2022-04-01,NA,2022-07-02,"NA",COMPLETE,ACTIVE,MANUAL,37.1,92.07923,605,91.09,22.89,22.89,22.89,106,68.9,"NA",0,0,0,0,0,0,CURRENT,0,32.67,0
466866,4,1,2206280767LA,2414139666,2414139660,2022-06-28,2022-06-28,2022-06-01,NA,2022-09-07,"NA",COMPLETE,ACTIVE,MANUAL,884.03,2523.4363,3830.6,2508.59,42.11,42.11,42.11,2525.8,1641.77,"NA",0,0,0,0,0,0,CURRENT,0,59.85,0
486568,4,1,22081606D7NY,2495593543,2495593536,2022-08-16,2022-08-16,2022-08-01,NA,2022-11-03,"NA",COMPLETE,ACTIVE,MANUAL,245.35,701,701,701,0,0,0,701,455.65,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
437390,4,1,22041504LZMO,2290684286,2290684280,2022-04-15,2022-04-15,2022-04-01,NA,2022-06-30,"NA",COMPLETE,ACTIVE,MANUAL,333.9,843.2443,3810,839.1,190.98,190.98,190.98,954,620.1,"NA",0,0,0,0,0,0,CURRENT,0,271.26,0
427521,4,1,22032307MZTX,2253996451,2253996445,2022-03-23,2022-03-24,2022-03-01,NA,2022-06-03,"NA",COMPLETE,ACTIVE,MANUAL,250.78,599.02563,780,596.67,166.53,166.53,190.32,716.5,465.72,"NA",0,0,0,0,0,0,CURRENT,0,271.68,0
447716,4,1,22051205BJMN,2333868391,2333868385,2022-05-12,2022-05-12,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,CARD,304.5,924.0442,870,870,115.56,0,0,870,565.5,"NA",1,1,1,0,0,52,31-60,115.56,0,115.56
491668,4,1,220829025WSC,2514961256,2394608288,2022-08-29,2022-08-29,2022-08-01,NA,2022-12-03,"NA",COMPLETE,ACTIVE,MANUAL,346.5,990,990,990,0,0,0,990,643.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
420852,4,1,22030803RCOK,2229574028,2229574022,2022-03-08,2022-03-08,2022-03-01,NA,2022-05-27,"NA",COMPLETE,ACTIVE,MANUAL,178.57,450.45798,1881,439.62,136.72,119.63,119.63,510.2,331.63,"NA",0,0,1,0,0,10,1-30,17.09,193.44,17.09
442514,4,1,2204280797LA,2312518404,2312518395,2022-04-28,2022-04-28,2022-04-01,NA,2022-07-15,"NA",COMPLETE,ACTIVE,MANUAL,130.55,338.717,1090,336.39,49.88,62.35,62.35,373,242.45,"NA",0,0,0,0,0,0,CURRENT,0,88.4,0
447143,4,1,22051102DVFL,2331709906,2331709898,2022-05-11,2022-05-11,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,MANUAL,660.8,2007.1437,2260,1888,189.54,0,0,1888,1219.29,"NA",1,1,1,0,0,45,31-60,189.54,357.88,252.72
438543,4,1,22041900WJFL,2297302796,2297302790,2022-04-19,2022-04-19,2022-04-01,NA,2022-07-03,"NA",COMPLETE,ACTIVE,MANUAL,1302.7,4037.6194,4100,3722,799.62,0,0,3722,2404.95,"NA",1,1,1,0,0,71,61-90,799.62,1146.39,799.62
436476,4,1,22041305L3AL,2287596894,2287596888,2022-04-13,2022-04-13,2022-04-01,NA,2022-06-24,"NA",COMPLETE,ACTIVE,MANUAL,121.98,368.534,410,348.5,69.48,11.58,11.58,348.5,226.52,"NA",1,0,1,0,0,66,61-90,57.9,99.12,57.9
456926,4,1,22060601L6FL,2376085388,2376085382,2022-06-06,2022-06-06,2022-06-01,NA,2022-08-19,"NA",COMPLETE,ACTIVE,MANUAL,297.5,881.8487,850,850,56.6,0,0,850,549.52,"NA",1,1,1,0,0,24,1-30,56.6,0,56.6
458659,4,1,22060903YYFL,2381386585,2381386579,2022-06-09,2022-06-09,2022-06-01,NA,2022-08-18,"NA",COMPLETE,ACTIVE,MANUAL,101.06,284.14044,850,280.81,19.24,14.43,14.43,288.75,184.71,"NA",0,0,1,0,0,4,1-30,4.81,27.4,4.81
457694,4,1,22060705M7OK,2378473746,2378473740,2022-06-07,2022-06-07,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,857.5,2539.3833,2450,2450,82.06,0,0,2450,1592.5,"NA",1,1,1,0,0,17,1-30,82.06,0,164.12
433047,4,1,2204050866TN,2275109132,2275109126,2022-04-05,2022-04-05,2022-04-01,NA,2022-06-15,"NA",COMPLETE,ACTIVE,MANUAL,1087.45,2719.8892,3558,2644.27,664.62,664.62,664.62,3107,2019.55,"NA",0,0,0,0,0,0,CURRENT,0,956.97,0
429372,4,1,220328093STX,2261745916,1266256485,2022-03-28,2022-03-28,2022-03-01,NA,2022-06-27,"NA",COMPLETE,ACTIVE,ACH,276.5,874.12787,790,790,172.29,0,0,790,513.5,"NA",1,1,1,0,0,77,61-90,172.29,0,172.29
480764,4,1,22080208BDFL,2475065886,2475065880,2022-08-02,2022-08-02,2022-08-01,NA,2022-10-21,"NA",COMPLETE,ACTIVE,MANUAL,560,1600,1600,1600,0,0,0,1600,1034.4,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
438097,4,1,22033000NYKY,2264703499,2264703493,2022-03-30,2022-04-18,2022-04-01,NA,2022-07-16,"NA",COMPLETE,ACTIVE,CARD,787.22,2442.1355,2249.19,2249.19,326.52,0,0,2249.19,1461.97,"NA",1,1,1,0,0,58,31-60,326.52,0,326.52
432776,4,1,22040502SQWI,2274609216,2274609210,2022-04-05,2022-04-05,2022-04-01,NA,2022-06-24,"NA",COMPLETE,ACTIVE,CARD,605.64,1544.4843,1730.4,1527.91,347.76,347.76,347.76,1730.4,1124.76,"NA",0,0,0,0,0,0,CURRENT,0,0,0
427738,4,1,22032406H6AL,2255882599,2255882590,2022-03-24,2022-03-24,2022-03-01,NA,2022-06-10,"NA",COMPLETE,ACTIVE,MANUAL,103.88,258.47284,641.4,255.69,69.44,69.44,69.44,296.8,192.92,"NA",0,0,0,0,0,0,CURRENT,0,98.49,0
437093,4,1,2204140825TX,2289869555,2289869549,2022-04-14,2022-04-14,2022-04-01,NA,2022-06-30,"NA",COMPLETE,ACTIVE,ACH,1452.5,3751.933,4150,3700.84,750.95,750.95,750.95,4150,2697.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
457419,4,1,22060700M3IN,2377949998,2377949992,2022-06-07,2022-06-07,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,196.39,581.5706,850,561.1,18.79,0,0,561.1,364.71,"NA",1,1,1,0,0,17,1-30,18.79,53.18,37.58
480025,4,1,22080101PGMN,2472473743,2472473737,2022-08-01,2022-08-01,2022-08-01,NA,2022-10-29,"NA",COMPLETE,ACTIVE,MANUAL,206.5,590,590,590,0,0,0,590,383.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
427049,4,1,22032303Z1MO,2253615340,2253615334,2022-03-23,2022-03-23,2022-03-01,NA,2022-06-10,"NA",COMPLETE,ACTIVE,ACH,122.5,304.5765,350,301.3,81.97,81.97,81.97,350,227.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
478288,4,1,22072706XDTN,2464281287,2464281273,2022-07-27,2022-07-27,2022-07-01,NA,2022-10-15,"NA",COMPLETE,ACTIVE,MANUAL,1222.9,3494,3494,3494,0,0,0,3494,2271.1,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
414742,4,1,22022102Y3TX,2202829607,2202829601,2022-02-21,2022-02-21,2022-02-01,NA,2022-05-22,"NA",COMPLETE,ACTIVE,MANUAL,229.81,598.58386,3000,582.5,190.84,145.42,145.42,656.6,426.79,"NA",1,0,1,0,0,21,1-30,45.42,269.68,45.42
438550,4,1,2204190127MO,2297318162,2297318156,2022-04-19,2022-04-19,2022-04-01,NA,2022-07-03,"NA",COMPLETE,ACTIVE,CARD,122.5,329.0293,350,325.81,75.18,50.12,50.12,350,227.5,"NA",0,0,1,0,0,9,1-30,25.06,0,25.06
447540,4,1,22051201FZLA,2333493874,2333493868,2022-05-12,2022-05-12,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,MANUAL,337.4,893.208,2150.5,889.69,96.69,96.69,128.92,964,626.6,"NA",0,0,0,0,0,0,CURRENT,0,182.72,0
460392,4,1,22061306MWSC,2388978137,2388978131,2022-06-13,2022-06-13,2022-06-01,NA,2022-08-19,"NA",COMPLETE,ACTIVE,MANUAL,152.78,420.57703,850,416.06,28.88,28.88,28.88,436.5,283.72,"NA",0,0,0,0,0,0,CURRENT,0,41.38,0
474471,4,1,22071106JGFL,2437256927,2437256921,2022-07-11,2022-07-18,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,227.5,650,650,650,0,0,0,650,420.22,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
416177,4,1,22022405R2OK,2208984261,2208984253,2022-02-24,2022-02-24,2022-02-01,NA,2022-05-13,"NA",COMPLETE,ACTIVE,CARD,305.73,721.0438,873.5,713.3,262.8,262.8,262.8,873.5,567.77,"NA",0,0,0,0,0,0,CURRENT,0,0,0
472796,4,1,22071308LVMO,2440615017,2440615010,2022-07-13,2022-07-13,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,101.78,291.08673,1545.2,290.8,0,0,0,290.8,189.02,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
426680,4,1,22032205ZJTN,2251953888,2251953882,2022-03-22,2022-03-22,2022-03-01,NA,2022-06-03,"NA",COMPLETE,ACTIVE,CARD,122.5,359.59735,350,344.84,81.9,23.4,29.25,350,227.5,"NA",0,0,1,0,0,66,61-90,58.5,0,58.5
472399,4,1,22071301D3TX,2439913167,2119179654,2022-07-13,2022-07-13,2022-07-01,NA,2022-09-20,"NA",COMPLETE,ACTIVE,MANUAL,133,380.3747,380,380,0,0,0,380,247,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
441013,4,1,220425038KTX,2307014287,2307014281,2022-04-25,2022-04-25,2022-04-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,MANUAL,969.5,2988.5037,2770,2770,461.2,0,0,2770,1800.5,"NA",1,1,1,0,0,66,61-90,461.2,0,461.2
424025,4,1,22031601QWMS,2241810566,2241810560,2022-03-16,2022-03-16,2022-03-01,NA,2022-06-03,"NA",COMPLETE,ACTIVE,MANUAL,298.46,803.3085,860,783.22,205.1,146.5,146.5,852.75,554.29,"NA",0,0,1,0,0,24,1-30,58.6,323.28,58.6
446404,4,1,2205090651SC,2328959840,2328959834,2022-05-09,2022-05-09,2022-05-01,NA,2022-07-19,"NA",COMPLETE,ACTIVE,MANUAL,95.9,234.67935,350,227.24,36.56,54.57,54.57,274,178.1,"NA",1,0,0,0,0,27,1-30,0,52,0
472996,4,1,2207140417MS,2442121812,2442121805,2022-07-14,2022-07-14,2022-07-01,NA,2022-09-25,"NA",COMPLETE,ACTIVE,MANUAL,94.15,269,870,269,0,0,0,269,565.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
420307,4,1,22030700YPAR,2227326335,2227326329,2022-03-07,2022-03-07,2022-03-01,NA,2022-06-06,"NA",COMPLETE,ACTIVE,MANUAL,317.8,1023.49536,1179,908,264.04,0,0,908,590.2,"NA",1,1,1,0,0,98,90+,264.04,372.92,264.04
475242,4,1,220720017CAR,2451971730,2451971724,2022-07-20,2022-07-20,2022-07-01,NA,2022-10-03,"NA",COMPLETE,ACTIVE,MANUAL,955.5,2730,2730,2730,0,0,0,2730,1774.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
467981,4,1,2206300966FL,2418419138,2418419132,2022-06-30,2022-06-30,2022-06-01,NA,2022-09-16,"NA",COMPLETE,ACTIVE,MANUAL,223.44,647.2127,638.4,638.4,0,0,0,638.4,412.73,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
452053,4,1,220524012CMS,2354219874,2354219864,2022-05-24,2022-05-24,2022-05-01,NA,2022-08-11,"NA",COMPLETE,ACTIVE,MANUAL,1369.62,4109.985,4180,3913.2,281.18,0,0,3913.2,2543.58,"NA",1,1,1,0,0,32,31-60,281.18,803.52,562.36
439080,4,1,22042002GWTN,2298575695,2298575689,2022-04-20,2022-04-20,2022-04-01,NA,2022-06-30,"NA",COMPLETE,ACTIVE,MANUAL,129.57,401.22733,1340,370.2,66.6,0,0,370.2,240.63,"NA",1,1,1,0,0,74,61-90,66.6,95.05,66.6
461159,4,1,22061502KYTX,2390919408,2390919400,2022-06-15,2022-06-15,2022-06-01,NA,2022-08-25,"NA",COMPLETE,ACTIVE,MANUAL,298.87,878.33765,853.92,853.92,60.88,0,0,853.92,555.05,"NA",1,1,1,0,0,18,1-30,60.88,0,60.88
494828,4,1,22090608ZTTX,2528195131,2528195125,2022-09-06,2022-09-06,2022-09-01,NA,2022-11-30,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
440936,4,1,220425017CKY,2306826298,2306826292,2022-04-25,2022-04-25,2022-04-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,MANUAL,63.35,165.0274,1886,164.05,30.15,30.15,30.15,181,117.65,"NA",0,0,0,0,0,0,CURRENT,0,42.9,0
424040,4,1,2203160228AL,2241837849,2241837843,2022-03-16,2022-03-16,2022-03-01,NA,2022-05-27,"NA",COMPLETE,ACTIVE,MANUAL,829.15,2649.3079,2910,2369,629.84,0,0,2369,1539.85,"NA",1,1,1,0,0,108,90+,629.84,898.08,629.84
441175,4,1,22042506T1FL,2307380331,2307380325,2022-04-25,2022-04-25,2022-04-01,NA,2022-07-07,"NA",COMPLETE,ACTIVE,MANUAL,317.38,824.4251,1500,821.99,150.85,120.68,150.85,906.8,584.17,"NA",0,0,1,0,0,0,CURRENT,30.17,214.85,0
423984,4,1,22031600XMTX,2241738531,2241738525,2022-03-16,2022-03-16,2022-03-01,NA,2022-05-27,"NA",COMPLETE,ACTIVE,MANUAL,324.45,779.22253,1010,774.63,248.5,248.5,248.5,927,602.55,"NA",0,0,0,0,0,0,CURRENT,0,351.44,0
449342,4,1,220517021MFL,2342649462,2342649456,2022-05-17,2022-05-17,2022-05-01,NA,2022-08-03,"NA",COMPLETE,ACTIVE,ACH,910,2368.5295,2600,2345.4,373.28,373.28,373.28,2600,1680.9,"NA",0,0,0,0,0,0,CURRENT,0,0,0
